habitat,fate,product,species_group,years_since_harvest,proportion
2,energy,pulpwood,softwood,42,0.4629
2,energy,pulpwood,softwood,43,0.4629
2,energy,pulpwood,softwood,44,0.4629
2,energy,pulpwood,softwood,45,0.4629
2,energy,pulpwood,softwood,46,0.4629
2,energy,pulpwood,softwood,47,0.4629
2,energy,pulpwood,softwood,48,0.4629
2,energy,pulpwood,softwood,49,0.4629
2,energy,pulpwood,softwood,50,0.4629
2,energy,pulpwood,softwood,51,0.4629
2,energy,pulpwood,softwood,52,0.4629
2,energy,pulpwood,softwood,53,0.4629
2,energy,pulpwood,softwood,54,0.4629
2,energy,pulpwood,softwood,55,0.4629
2,energy,pulpwood,softwood,56,0.4629
2,energy,pulpwood,softwood,57,0.4629
2,energy,pulpwood,softwood,58,0.4629
2,energy,pulpwood,softwood,59,0.4629
2,energy,pulpwood,softwood,60,0.4629
2,energy,pulpwood,softwood,61,0.4629
2,energy,pulpwood,softwood,62,0.4629
2,energy,pulpwood,softwood,63,0.4629
2,energy,pulpwood,softwood,64,0.4629
2,energy,pulpwood,softwood,65,0.4629
2,energy,pulpwood,softwood,66,0.4629
2,energy,pulpwood,softwood,67,0.4629
2,energy,pulpwood,softwood,68,0.4629
2,energy,pulpwood,softwood,69,0.4629
2,energy,pulpwood,softwood,70,0.4629
2,energy,pulpwood,softwood,71,0.4629
2,energy,pulpwood,softwood,72,0.4629
2,energy,pulpwood,softwood,73,0.4629
2,energy,pulpwood,softwood,74,0.4629
2,energy,pulpwood,softwood,75,0.4629
2,energy,pulpwood,softwood,76,0.4629
2,energy,pulpwood,softwood,77,0.4629
2,energy,pulpwood,softwood,78,0.4629
2,energy,pulpwood,softwood,79,0.4629
2,energy,pulpwood,softwood,80,0.4629
2,energy,pulpwood,softwood,81,0.4629
2,energy,pulpwood,softwood,82,0.4629
2,energy,pulpwood,softwood,83,0.4629
2,energy,pulpwood,softwood,84,0.4629
2,energy,pulpwood,softwood,85,0.4629
2,energy,pulpwood,softwood,86,0.4629
2,energy,pulpwood,softwood,87,0.4629
2,energy,pulpwood,softwood,88,0.4629
2,energy,pulpwood,softwood,89,0.4629
2,energy,pulpwood,softwood,90,0.4629
2,energy,pulpwood,softwood,91,0.4629
2,energy,pulpwood,softwood,92,0.4629
2,energy,pulpwood,softwood,93,0.4629
2,energy,pulpwood,softwood,94,0.4629
2,energy,pulpwood,softwood,95,0.4629
2,energy,pulpwood,softwood,96,0.4629
2,energy,pulpwood,softwood,97,0.4629
2,energy,pulpwood,softwood,98,0.4629
2,energy,pulpwood,softwood,99,0.4629
2,energy,pulpwood,softwood,100,0.4629
2,energy,pulpwood,softwood,101,0.4629
2,in_use,sawtimber,softwood,1,0.6365
2,in_use,sawtimber,softwood,2,0.6013
2,in_use,sawtimber,softwood,3,0.5696
2,in_use,sawtimber,softwood,4,0.5413
2,in_use,sawtimber,softwood,5,0.5160
2,in_use,sawtimber,softwood,6,0.4931
2,in_use,sawtimber,softwood,7,0.4721
2,in_use,sawtimber,softwood,8,0.4528
2,in_use,sawtimber,softwood,9,0.4347
2,in_use,sawtimber,softwood,10,0.4177
2,in_use,sawtimber,softwood,11,0.4023
2,in_use,sawtimber,softwood,12,0.3884
2,in_use,sawtimber,softwood,13,0.3759
2,in_use,sawtimber,softwood,14,0.3645
2,in_use,sawtimber,softwood,15,0.3542
2,in_use,sawtimber,softwood,16,0.3447
2,in_use,sawtimber,softwood,17,0.3359
2,in_use,sawtimber,softwood,18,0.3276
2,in_use,sawtimber,softwood,19,0.3199
2,in_use,sawtimber,softwood,20,0.3125
2,in_use,sawtimber,softwood,21,0.3055
2,in_use,sawtimber,softwood,22,0.2990
2,in_use,sawtimber,softwood,23,0.2927
2,in_use,sawtimber,softwood,24,0.2868
2,in_use,sawtimber,softwood,25,0.2811
2,in_use,sawtimber,softwood,26,0.2757
2,in_use,sawtimber,softwood,27,0.2704
2,in_use,sawtimber,softwood,28,0.2654
2,in_use,sawtimber,softwood,29,0.2605
2,in_use,sawtimber,softwood,30,0.2558
2,in_use,sawtimber,softwood,31,0.2512
2,in_use,sawtimber,softwood,32,0.2469
2,in_use,sawtimber,softwood,33,0.2426
2,in_use,sawtimber,softwood,34,0.2385
2,in_use,sawtimber,softwood,35,0.2345
2,in_use,sawtimber,softwood,36,0.2307
2,in_use,sawtimber,softwood,37,0.2269
2,in_use,sawtimber,softwood,38,0.2233
2,in_use,sawtimber,softwood,39,0.2198
2,in_use,sawtimber,softwood,40,0.2163
2,in_use,sawtimber,softwood,41,0.2130
2,in_use,sawtimber,softwood,42,0.2098
2,in_use,sawtimber,softwood,43,0.2066
2,in_use,sawtimber,softwood,44,0.2036
2,in_use,sawtimber,softwood,45,0.2006
2,in_use,sawtimber,softwood,46,0.1977
2,in_use,sawtimber,softwood,47,0.1949
2,in_use,sawtimber,softwood,48,0.1921
2,in_use,sawtimber,softwood,49,0.1894
2,in_use,sawtimber,softwood,50,0.1868
2,in_use,sawtimber,softwood,51,0.1843
2,in_use,sawtimber,softwood,52,0.1818
2,in_use,sawtimber,softwood,53,0.1793
2,in_use,sawtimber,softwood,54,0.1770
2,in_use,sawtimber,softwood,55,0.1746
2,in_use,sawtimber,softwood,56,0.1724
2,in_use,sawtimber,softwood,57,0.1702
2,in_use,sawtimber,softwood,58,0.1680
2,in_use,sawtimber,softwood,59,0.1659
2,in_use,sawtimber,softwood,60,0.1638
2,in_use,sawtimber,softwood,61,0.1617
2,in_use,sawtimber,softwood,62,0.1597
2,in_use,sawtimber,softwood,63,0.1578
2,in_use,sawtimber,softwood,64,0.1559
2,in_use,sawtimber,softwood,65,0.1540
2,in_use,sawtimber,softwood,66,0.1522
2,in_use,sawtimber,softwood,67,0.1504
2,in_use,sawtimber,softwood,68,0.1486
2,in_use,sawtimber,softwood,69,0.1469
2,in_use,sawtimber,softwood,70,0.1452
2,in_use,sawtimber,softwood,71,0.1435
2,in_use,sawtimber,softwood,72,0.1419
2,in_use,sawtimber,softwood,73,0.1403
2,in_use,sawtimber,softwood,74,0.1387
2,in_use,sawtimber,softwood,75,0.1371
2,in_use,sawtimber,softwood,76,0.1356
2,in_use,sawtimber,softwood,77,0.1341
2,in_use,sawtimber,softwood,78,0.1326
2,in_use,sawtimber,softwood,79,0.1312
2,in_use,sawtimber,softwood,80,0.1298
2,in_use,sawtimber,softwood,81,0.1284
2,in_use,sawtimber,softwood,82,0.1270
2,in_use,sawtimber,softwood,83,0.1256
2,in_use,sawtimber,softwood,84,0.1243
2,in_use,sawtimber,softwood,85,0.1230
2,in_use,sawtimber,softwood,86,0.1217
2,in_use,sawtimber,softwood,87,0.1204
2,in_use,sawtimber,softwood,88,0.1192
2,in_use,sawtimber,softwood,89,0.1179
2,in_use,sawtimber,softwood,90,0.1167
2,in_use,sawtimber,softwood,91,0.1155
2,in_use,sawtimber,softwood,92,0.1143
2,in_use,sawtimber,softwood,93,0.1132
2,in_use,sawtimber,softwood,94,0.1120
2,in_use,sawtimber,softwood,95,0.1109
2,in_use,sawtimber,softwood,96,0.1098
2,in_use,sawtimber,softwood,97,0.1087
2,in_use,sawtimber,softwood,98,0.1076
2,in_use,sawtimber,softwood,99,0.1066
2,in_use,sawtimber,softwood,100,0.1055
2,in_use,sawtimber,softwood,101,0.1045
2,landfill,sawtimber,softwood,1,0.0000
2,landfill,sawtimber,softwood,2,0.0167
2,landfill,sawtimber,softwood,3,0.0317
2,landfill,sawtimber,softwood,4,0.0452
2,landfill,sawtimber,softwood,5,0.0573
2,landfill,sawtimber,softwood,6,0.0681
2,landfill,sawtimber,softwood,7,0.0780
2,landfill,sawtimber,softwood,8,0.0871
2,landfill,sawtimber,softwood,9,0.0954
2,landfill,sawtimber,softwood,10,0.1032
2,landfill,sawtimber,softwood,11,0.1102
2,landfill,sawtimber,softwood,12,0.1165
2,landfill,sawtimber,softwood,13,0.1222
2,landfill,sawtimber,softwood,14,0.1273
2,landfill,sawtimber,softwood,15,0.1320
2,landfill,sawtimber,softwood,16,0.1363
2,landfill,sawtimber,softwood,17,0.1402
2,landfill,sawtimber,softwood,18,0.1438
2,landfill,sawtimber,softwood,19,0.1472
2,landfill,sawtimber,softwood,20,0.1505
2,landfill,sawtimber,softwood,21,0.1535
2,landfill,sawtimber,softwood,22,0.1563
2,landfill,sawtimber,softwood,23,0.1589
2,landfill,sawtimber,softwood,24,0.1614
2,landfill,sawtimber,softwood,25,0.1638
2,landfill,sawtimber,softwood,26,0.1660
2,landfill,sawtimber,softwood,27,0.1682
2,landfill,sawtimber,softwood,28,0.1702
2,landfill,sawtimber,softwood,29,0.1722
2,landfill,sawtimber,softwood,30,0.1741
2,landfill,sawtimber,softwood,31,0.1758
2,landfill,sawtimber,softwood,32,0.1776
2,landfill,sawtimber,softwood,33,0.1792
2,landfill,sawtimber,softwood,34,0.1808
2,landfill,sawtimber,softwood,35,0.1823
2,landfill,sawtimber,softwood,36,0.1838
2,landfill,sawtimber,softwood,37,0.1852
2,landfill,sawtimber,softwood,38,0.1866
2,landfill,sawtimber,softwood,39,0.1880
2,landfill,sawtimber,softwood,40,0.1892
2,landfill,sawtimber,softwood,41,0.1905
2,landfill,sawtimber,softwood,42,0.1917
2,landfill,sawtimber,softwood,43,0.1929
2,landfill,sawtimber,softwood,44,0.1940
2,landfill,sawtimber,softwood,45,0.1951
2,landfill,sawtimber,softwood,46,0.1962
2,landfill,sawtimber,softwood,47,0.1972
2,landfill,sawtimber,softwood,48,0.1982
2,landfill,sawtimber,softwood,49,0.1992
2,landfill,sawtimber,softwood,50,0.2002
2,landfill,sawtimber,softwood,51,0.2011
2,landfill,sawtimber,softwood,52,0.2020
2,landfill,sawtimber,softwood,53,0.2029
2,landfill,sawtimber,softwood,54,0.2038
2,landfill,sawtimber,softwood,55,0.2047
2,landfill,sawtimber,softwood,56,0.2055
2,landfill,sawtimber,softwood,57,0.2063
2,landfill,sawtimber,softwood,58,0.2071
2,landfill,sawtimber,softwood,59,0.2079
2,landfill,sawtimber,softwood,60,0.2087
2,landfill,sawtimber,softwood,61,0.2095
2,landfill,sawtimber,softwood,62,0.2102
2,landfill,sawtimber,softwood,63,0.2109
2,landfill,sawtimber,softwood,64,0.2117
2,landfill,sawtimber,softwood,65,0.2124
2,landfill,sawtimber,softwood,66,0.2131
2,landfill,sawtimber,softwood,67,0.2137
2,landfill,sawtimber,softwood,68,0.2144
2,landfill,sawtimber,softwood,69,0.2151
2,landfill,sawtimber,softwood,70,0.2157
2,landfill,sawtimber,softwood,71,0.2164
2,landfill,sawtimber,softwood,72,0.2170
2,landfill,sawtimber,softwood,73,0.2176
2,landfill,sawtimber,softwood,74,0.2182
2,landfill,sawtimber,softwood,75,0.2188
2,landfill,sawtimber,softwood,76,0.2194
2,landfill,sawtimber,softwood,77,0.2200
2,landfill,sawtimber,softwood,78,0.2206
2,landfill,sawtimber,softwood,79,0.2212
2,landfill,sawtimber,softwood,80,0.2217
2,landfill,sawtimber,softwood,81,0.2223
2,landfill,sawtimber,softwood,82,0.2228
2,landfill,sawtimber,softwood,83,0.2234
2,landfill,sawtimber,softwood,84,0.2239
2,landfill,sawtimber,softwood,85,0.2245
2,landfill,sawtimber,softwood,86,0.2250
2,landfill,sawtimber,softwood,87,0.2255
2,landfill,sawtimber,softwood,88,0.2260
2,landfill,sawtimber,softwood,89,0.2265
2,landfill,sawtimber,softwood,90,0.2270
2,landfill,sawtimber,softwood,91,0.2275
2,landfill,sawtimber,softwood,92,0.2280
2,landfill,sawtimber,softwood,93,0.2285
2,landfill,sawtimber,softwood,94,0.2289
2,landfill,sawtimber,softwood,95,0.2294
2,landfill,sawtimber,softwood,96,0.2299
2,landfill,sawtimber,softwood,97,0.2303
2,landfill,sawtimber,softwood,98,0.2308
2,landfill,sawtimber,softwood,99,0.2312
2,landfill,sawtimber,softwood,100,0.2317
2,landfill,sawtimber,softwood,101,0.2321
2,energy,sawtimber,softwood,1,0.2599
2,energy,sawtimber,softwood,2,0.2696
2,energy,sawtimber,softwood,3,0.2795
2,energy,sawtimber,softwood,4,0.2883
2,energy,sawtimber,softwood,5,0.2961
2,energy,sawtimber,softwood,6,0.3031
2,energy,sawtimber,softwood,7,0.3095
2,energy,sawtimber,softwood,8,0.3154
2,energy,sawtimber,softwood,9,0.3209
2,energy,sawtimber,softwood,10,0.3261
2,energy,sawtimber,softwood,11,0.3308
2,energy,sawtimber,softwood,12,0.3349
2,energy,sawtimber,softwood,13,0.3385
2,energy,sawtimber,softwood,14,0.3417
2,energy,sawtimber,softwood,15,0.3446
2,energy,sawtimber,softwood,16,0.3471
2,energy,sawtimber,softwood,17,0.3495
2,energy,sawtimber,softwood,18,0.3516
2,energy,sawtimber,softwood,19,0.3536
2,energy,sawtimber,softwood,20,0.3555
2,energy,sawtimber,softwood,21,0.3572
2,energy,sawtimber,softwood,22,0.3589
2,energy,sawtimber,softwood,23,0.3604
2,energy,sawtimber,softwood,24,0.3618
2,energy,sawtimber,softwood,25,0.3632
2,energy,sawtimber,softwood,26,0.3644
2,energy,sawtimber,softwood,27,0.3657
2,energy,sawtimber,softwood,28,0.3668
2,energy,sawtimber,softwood,29,0.3680
2,energy,sawtimber,softwood,30,0.3690
2,energy,sawtimber,softwood,31,0.3700
2,energy,sawtimber,softwood,32,0.3710
2,energy,sawtimber,softwood,33,0.3719
2,energy,sawtimber,softwood,34,0.3728
2,energy,sawtimber,softwood,35,0.3736
2,energy,sawtimber,softwood,36,0.3744
2,energy,sawtimber,softwood,37,0.3752
2,energy,sawtimber,softwood,38,0.3759
2,energy,sawtimber,softwood,39,0.3766
2,energy,sawtimber,softwood,40,0.3773
2,energy,sawtimber,softwood,41,0.3779
2,energy,sawtimber,softwood,42,0.3785
2,energy,sawtimber,softwood,43,0.3791
2,energy,sawtimber,softwood,44,0.3796
2,energy,sawtimber,softwood,45,0.3801
2,energy,sawtimber,softwood,46,0.3806
2,energy,sawtimber,softwood,47,0.3810
2,energy,sawtimber,softwood,48,0.3815
2,energy,sawtimber,softwood,49,0.3819
2,energy,sawtimber,softwood,50,0.3823
2,energy,sawtimber,softwood,51,0.3826
2,energy,sawtimber,softwood,52,0.3830
2,energy,sawtimber,softwood,53,0.3833
2,energy,sawtimber,softwood,54,0.3836
2,energy,sawtimber,softwood,55,0.3839
2,energy,sawtimber,softwood,56,0.3841
2,energy,sawtimber,softwood,57,0.3844
2,energy,sawtimber,softwood,58,0.3846
2,energy,sawtimber,softwood,59,0.3848
2,energy,sawtimber,softwood,60,0.3850
2,energy,sawtimber,softwood,61,0.3852
2,energy,sawtimber,softwood,62,0.3853
2,energy,sawtimber,softwood,63,0.3855
2,energy,sawtimber,softwood,64,0.3856
2,energy,sawtimber,softwood,65,0.3858
2,energy,sawtimber,softwood,66,0.3859
2,energy,sawtimber,softwood,67,0.3860
2,energy,sawtimber,softwood,68,0.3861
2,energy,sawtimber,softwood,69,0.3861
2,energy,sawtimber,softwood,70,0.3862
2,energy,sawtimber,softwood,71,0.3862
2,energy,sawtimber,softwood,72,0.3863
2,energy,sawtimber,softwood,73,0.3863
2,energy,sawtimber,softwood,74,0.3863
2,energy,sawtimber,softwood,75,0.3864
2,energy,sawtimber,softwood,76,0.3864
2,energy,sawtimber,softwood,77,0.3864
2,energy,sawtimber,softwood,78,0.3864
2,energy,sawtimber,softwood,79,0.3864
2,energy,sawtimber,softwood,80,0.3864
2,energy,sawtimber,softwood,81,0.3864
2,energy,sawtimber,softwood,82,0.3864
2,energy,sawtimber,softwood,83,0.3864
2,energy,sawtimber,softwood,84,0.3864
2,energy,sawtimber,softwood,85,0.3864
2,energy,sawtimber,softwood,86,0.3864
2,energy,sawtimber,softwood,87,0.3864
2,energy,sawtimber,softwood,88,0.3864
2,energy,sawtimber,softwood,89,0.3864
2,energy,sawtimber,softwood,90,0.3864
2,energy,sawtimber,softwood,91,0.3864
2,energy,sawtimber,softwood,92,0.3864
2,energy,sawtimber,softwood,93,0.3864
2,energy,sawtimber,softwood,94,0.3864
2,energy,sawtimber,softwood,95,0.3864
2,energy,sawtimber,softwood,96,0.3864
2,energy,sawtimber,softwood,97,0.3864
2,energy,sawtimber,softwood,98,0.3864
2,energy,sawtimber,softwood,99,0.3864
2,energy,sawtimber,softwood,100,0.3864
2,energy,sawtimber,softwood,101,0.3864
2,in_use,pulpwood,hardwood,1,0.5907
2,in_use,pulpwood,hardwood,2,0.5240
2,in_use,pulpwood,hardwood,3,0.4674
2,in_use,pulpwood,hardwood,4,0.4192
2,in_use,pulpwood,hardwood,5,0.3781
2,in_use,pulpwood,hardwood,6,0.3431
2,in_use,pulpwood,hardwood,7,0.3119
2,in_use,pulpwood,hardwood,8,0.2845
2,in_use,pulpwood,hardwood,9,0.2591
2,in_use,pulpwood,hardwood,10,0.2360
2,in_use,pulpwood,hardwood,11,0.2162
2,in_use,pulpwood,hardwood,12,0.1999
2,in_use,pulpwood,hardwood,13,0.1868
2,in_use,pulpwood,hardwood,14,0.1763
2,in_use,pulpwood,hardwood,15,0.1678
2,in_use,pulpwood,hardwood,16,0.1609
2,in_use,pulpwood,hardwood,17,0.1552
2,in_use,pulpwood,hardwood,18,0.1504
2,in_use,pulpwood,hardwood,19,0.1463
2,in_use,pulpwood,hardwood,20,0.1425
2,in_use,pulpwood,hardwood,21,0.1392
2,in_use,pulpwood,hardwood,22,0.1365
2,in_use,pulpwood,hardwood,23,0.1342
2,in_use,pulpwood,hardwood,24,0.1321
2,in_use,pulpwood,hardwood,25,0.1301
2,in_use,pulpwood,hardwood,26,0.1284
2,in_use,pulpwood,hardwood,27,0.1267
2,in_use,pulpwood,hardwood,28,0.1250
2,in_use,pulpwood,hardwood,29,0.1235
2,in_use,pulpwood,hardwood,30,0.1220
2,in_use,pulpwood,hardwood,31,0.1206
2,in_use,pulpwood,hardwood,32,0.1192
2,in_use,pulpwood,hardwood,33,0.1178
2,in_use,pulpwood,hardwood,34,0.1165
2,in_use,pulpwood,hardwood,35,0.1152
2,in_use,pulpwood,hardwood,36,0.1139
2,in_use,pulpwood,hardwood,37,0.1127
2,in_use,pulpwood,hardwood,38,0.1115
2,in_use,pulpwood,hardwood,39,0.1103
2,in_use,pulpwood,hardwood,40,0.1092
2,in_use,pulpwood,hardwood,41,0.1080
2,in_use,pulpwood,hardwood,42,0.1069
2,in_use,pulpwood,hardwood,43,0.1058
2,in_use,pulpwood,hardwood,44,0.1048
2,in_use,pulpwood,hardwood,45,0.1037
2,in_use,pulpwood,hardwood,46,0.1027
2,in_use,pulpwood,hardwood,47,0.1016
2,in_use,pulpwood,hardwood,48,0.1006
2,in_use,pulpwood,hardwood,49,0.0996
2,in_use,pulpwood,hardwood,50,0.0987
2,in_use,pulpwood,hardwood,51,0.0977
2,in_use,pulpwood,hardwood,52,0.0968
2,in_use,pulpwood,hardwood,53,0.0959
2,in_use,pulpwood,hardwood,54,0.0949
2,in_use,pulpwood,hardwood,55,0.0940
2,in_use,pulpwood,hardwood,56,0.0932
2,in_use,pulpwood,hardwood,57,0.0923
2,in_use,pulpwood,hardwood,58,0.0914
2,in_use,pulpwood,hardwood,59,0.0906
2,in_use,pulpwood,hardwood,60,0.0897
2,in_use,pulpwood,hardwood,61,0.0889
2,in_use,pulpwood,hardwood,62,0.0881
2,in_use,pulpwood,hardwood,63,0.0873
2,in_use,pulpwood,hardwood,64,0.0865
2,in_use,pulpwood,hardwood,65,0.0857
2,in_use,pulpwood,hardwood,66,0.0849
2,in_use,pulpwood,hardwood,67,0.0842
2,in_use,pulpwood,hardwood,68,0.0834
2,in_use,pulpwood,hardwood,69,0.0827
2,in_use,pulpwood,hardwood,70,0.0819
2,in_use,pulpwood,hardwood,71,0.0812
2,in_use,pulpwood,hardwood,72,0.0805
2,in_use,pulpwood,hardwood,73,0.0798
2,in_use,pulpwood,hardwood,74,0.0791
2,in_use,pulpwood,hardwood,75,0.0784
2,in_use,pulpwood,hardwood,76,0.0777
2,in_use,pulpwood,hardwood,77,0.0771
2,in_use,pulpwood,hardwood,78,0.0764
2,in_use,pulpwood,hardwood,79,0.0757
2,in_use,pulpwood,hardwood,80,0.0751
2,in_use,pulpwood,hardwood,81,0.0744
2,in_use,pulpwood,hardwood,82,0.0738
2,in_use,pulpwood,hardwood,83,0.0732
2,in_use,pulpwood,hardwood,84,0.0726
2,in_use,pulpwood,hardwood,85,0.0719
2,in_use,pulpwood,hardwood,86,0.0713
2,in_use,pulpwood,hardwood,87,0.0707
2,in_use,pulpwood,hardwood,88,0.0701
2,in_use,pulpwood,hardwood,89,0.0695
2,in_use,pulpwood,hardwood,90,0.0690
2,in_use,pulpwood,hardwood,91,0.0684
2,in_use,pulpwood,hardwood,92,0.0678
2,in_use,pulpwood,hardwood,93,0.0673
2,in_use,pulpwood,hardwood,94,0.0667
2,in_use,pulpwood,hardwood,95,0.0662
2,in_use,pulpwood,hardwood,96,0.0656
2,in_use,pulpwood,hardwood,97,0.0651
2,in_use,pulpwood,hardwood,98,0.0645
2,in_use,pulpwood,hardwood,99,0.0640
2,in_use,pulpwood,hardwood,100,0.0635
2,in_use,pulpwood,hardwood,101,0.0630
2,landfill,pulpwood,hardwood,1,0.0000
2,landfill,pulpwood,hardwood,2,0.0230
2,landfill,pulpwood,hardwood,3,0.0422
2,landfill,pulpwood,hardwood,4,0.0580
2,landfill,pulpwood,hardwood,5,0.0711
2,landfill,pulpwood,hardwood,6,0.0819
2,landfill,pulpwood,hardwood,7,0.0911
2,landfill,pulpwood,hardwood,8,0.0989
2,landfill,pulpwood,hardwood,9,0.1059
2,landfill,pulpwood,hardwood,10,0.1120
2,landfill,pulpwood,hardwood,11,0.1169
2,landfill,pulpwood,hardwood,12,0.1205
2,landfill,pulpwood,hardwood,13,0.1231
2,landfill,pulpwood,hardwood,14,0.1247
2,landfill,pulpwood,hardwood,15,0.1258
2,landfill,pulpwood,hardwood,16,0.1263
2,landfill,pulpwood,hardwood,17,0.1265
2,landfill,pulpwood,hardwood,18,0.1264
2,landfill,pulpwood,hardwood,19,0.1261
2,landfill,pulpwood,hardwood,20,0.1259
2,landfill,pulpwood,hardwood,21,0.1255
2,landfill,pulpwood,hardwood,22,0.1249
